City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Mataura,100,NZ,1570654865,98,-46.19,168.86,46.0,10.0
Babag,75,PH,1570654868,94,10.38,123.86,78.8,2.24
Bluff,78,AU,1570654869,70,-23.58,149.07,67.05,11.42
Lebu,17,ET,1570654869,88,8.96,38.73,51.22,3.12
Hobart,75,AU,1570654870,81,-42.88,147.33,48.2,5.82
Dikson,33,RU,1570654870,89,73.51,80.55,28.02,23.32
Oytal,0,KZ,1570654871,46,42.91,73.27,57.31,3.93
Svay Rieng,100,KH,1570654871,87,11.08,105.8,77.2,3.63
Cape Town,40,ZA,1570654871,66,-33.93,18.42,55.99,8.05
Nara,0,JP,1570654872,77,34.68,135.8,60.8,6.93
Moose Factory,1,CA,1570654872,42,51.26,-80.61,68.0,18.34
Kutum,100,SD,1570654873,49,14.2,24.66,79.07,4.08
Coahuayana,100,MX,1570654873,68,18.62,-100.35,84.43,2.31
Puerto Ayora,20,EC,1570654873,57,-0.74,-90.35,77.0,18.34
Lancaster,1,US,1570654874,49,34.7,-118.14,84.2,9.17
Hithadhoo,71,MV,1570654874,75,-0.6,73.08,82.27,10.19
Launceston,90,AU,1570654875,87,-41.43,147.14,48.0,8.05
Mahebourg,75,MU,1570654875,73,-20.41,57.7,73.4,19.46
Castro,90,CL,1570654876,87,-42.48,-73.76,53.6,12.75
Punta Arenas,20,CL,1570654877,53,-53.16,-70.91,50.0,56.37
Barguzin,97,RU,1570654877,65,53.62,109.63,22.8,10.51
Mar del Plata,0,AR,1570654878,28,-46.43,-67.52,62.37,23.64
Cidreira,0,BR,1570654878,85,-30.17,-50.22,67.68,11.68
Flinders,20,AU,1570654879,93,-34.58,150.85,57.0,6.93
Touros,20,BR,1570654879,65,-5.2,-35.46,80.6,12.75
Mercedes,96,UY,1570654880,53,-33.25,-58.03,80.01,4.0
Hermanus,100,ZA,1570654880,92,-34.42,19.24,52.0,13.79
Poum,0,MK,1570654881,91,41.28,20.71,51.06,0.57
Forio,0,IT,1570654881,64,40.73,13.86,68.0,3.36
Mogoytuy,0,RU,1570654881,56,51.28,114.93,20.53,7.33
Provideniya,40,RU,1570654882,74,64.42,-173.23,37.4,11.18
Saint Anthony,90,US,1570654882,74,43.97,-111.68,32.0,11.41
Kapaa,1,US,1570654883,74,22.08,-159.32,82.4,4.7
Upernavik,17,GL,1570654883,48,72.79,-56.15,27.34,4.97
Hofn,28,IS,1570654884,66,64.25,-15.21,46.06,18.48
Yarmouth,90,CA,1570654884,54,43.84,-66.12,59.0,9.17
Nanakuli,90,US,1570654885,69,21.39,-158.15,87.01,11.41
East London,100,ZA,1570654885,74,-33.02,27.91,60.49,23.07
Geraldton,20,CA,1570654885,42,49.72,-86.95,66.2,12.75
Meadow Lake,75,CA,1570654885,49,54.13,-108.44,32.0,11.41
Jamestown,0,AU,1570654886,84,-33.21,138.6,43.0,9.23
Wakkanai,0,JP,1570654886,62,45.41,141.67,60.85,20.65
Teya,75,MX,1570654887,59,21.05,-89.07,91.4,5.82
Faanui,77,PF,1570654887,81,-16.48,-151.75,75.83,19.65
Mitsamiouli,75,KM,1570654887,69,-11.38,43.28,80.6,12.75
Port Jervis,40,US,1570654888,62,41.38,-74.69,59.0,12.75
Tasiilaq,91,GL,1570654888,86,65.61,-37.64,37.4,2.43
Awjilah,76,LY,1570654888,22,29.14,21.3,83.86,11.29
Morden,90,CA,1570654889,93,49.19,-98.1,41.0,23.04
Upington,0,ZA,1570654889,27,-28.46,21.24,62.6,11.41
Bredasdorp,60,ZA,1570654890,87,-34.53,20.04,48.2,2.24
Abha,100,SA,1570654890,32,18.22,42.5,68.0,12.75
Ponta do Sol,100,BR,1570654890,82,-20.63,-46.0,71.53,7.53
Namtsy,75,RU,1570654891,92,62.72,129.66,26.6,8.95
Williams Lake,20,CA,1570654891,34,52.13,-122.14,33.8,3.36
Tuatapere,100,NZ,1570654892,98,-46.13,167.69,46.0,10.0
Saint-Pierre,8,FR,1570654892,100,48.95,4.24,51.8,12.75
Bintulu,75,MY,1570654893,94,3.17,113.03,75.2,5.82
Tiksi,100,RU,1570654893,92,71.64,128.87,23.72,7.49
Hovd,96,NO,1570654894,89,63.83,10.7,45.0,16.11
Ahipara,100,NZ,1570654895,100,-35.17,173.16,63.0,14.75
Albany,75,US,1570654904,42,42.65,-73.75,63.0,8.05
Tagusao,78,PH,1570654905,84,9.19,117.81,75.81,2.4
Nome,40,US,1570654905,52,30.04,-94.42,87.8,9.17
Hami,36,CN,1570654906,24,42.84,93.51,58.06,10.69
Katsuura,20,JP,1570654906,82,33.93,134.5,57.2,8.05
Ust-Nera,100,RU,1570654907,94,64.57,143.24,16.86,7.46
Faya,73,SA,1570654907,32,18.39,42.45,68.0,12.75
Mehamn,75,NO,1570654907,93,71.03,27.85,42.8,2.24
Saskylakh,99,RU,1570654909,95,71.97,114.09,14.47,14.14
Tirano,72,IT,1570654909,100,46.22,10.17,57.99,3.36
Kaduqli,69,SD,1570654910,78,11.01,29.72,76.19,1.58
Kondinskoye,100,RU,1570654911,87,59.65,67.41,53.1,10.04
Vardo,1,US,1570654912,40,39.62,-77.74,69.01,8.05
Saint George,20,GR,1570654912,93,39.45,22.34,60.8,1.83
Vestmannaeyjar,83,IS,1570654913,80,63.44,-20.27,46.69,4.27
Atbasar,100,KZ,1570654913,47,51.81,68.36,53.06,6.56
Letlhakane,0,BW,1570654914,9,-21.42,25.59,77.29,6.38
Kavaratti,100,IN,1570654914,71,10.57,72.64,82.8,4.66
Esna,5,RO,1570654914,76,45.2,27.57,50.0,6.93
Lorengau,21,PG,1570654915,70,-2.02,147.27,84.43,5.85
Paamiut,28,GL,1570654915,77,61.99,-49.67,40.1,9.76
Arraial do Cabo,90,BR,1570654916,94,-22.97,-42.02,71.6,4.7
Clyde River,20,CA,1570654916,92,70.47,-68.59,30.2,12.75
Kruisfontein,1,ZA,1570654917,85,-34.0,24.73,49.23,7.46
Lasa,0,CY,1570654917,82,34.92,32.53,73.4,4.7
San Patricio,0,PY,1570654917,51,-26.98,-56.83,81.97,1.25
Batagay-Alyta,100,RU,1570654918,80,67.8,130.41,9.79,11.9
Butaritari,70,KI,1570654918,63,3.07,172.79,84.88,7.51
Warmbad,86,DE,1570654919,76,50.67,13.08,53.01,12.75
Haines Junction,100,CA,1570654919,88,60.75,-137.51,32.34,10.58
Kavieng,7,PG,1570654920,67,-2.57,150.8,84.76,5.3
Alofi,75,NU,1570654920,73,-19.06,-169.92,77.0,9.17
La Palma,79,CO,1570654921,66,5.36,-74.39,82.36,2.61
Georgetown,20,GY,1570654921,74,6.8,-58.16,86.0,9.17
Chimore,0,BO,1570654922,35,-16.98,-65.13,93.11,3.84
Grand Forks,90,US,1570654922,100,47.91,-97.06,50.0,20.8
Laupheim,55,DE,1570654923,87,48.23,9.88,51.01,16.11
Vila Franca do Campo,75,PT,1570654923,68,37.72,-25.43,71.01,9.17
Timizart,0,DZ,1570654924,67,36.8,4.25,73.4,10.93
Carlisle,65,GB,1570654924,93,54.89,-2.94,54.0,14.99
Meulaboh,100,ID,1570654925,84,4.14,96.13,77.99,10.08
At-Bashi,0,KG,1570654925,73,41.17,75.81,23.4,2.3
Pedernales,54,EC,1570654926,75,0.07,-80.05,77.63,8.36
Richards Bay,100,ZA,1570654926,89,-28.77,32.06,69.75,31.47
Khatanga,99,RU,1570654927,93,71.98,102.47,14.07,8.13
Tura,36,RU,1570654927,90,64.27,100.22,10.53,5.3
Kodiak,40,US,1570654928,67,39.95,-94.76,66.0,16.11
Cheremukhovo,100,RU,1570654928,95,56.23,46.23,38.39,10.98
Riyadh,11,SA,1570654929,39,24.63,46.72,84.2,4.7
Chuy,91,UY,1570654929,60,-33.69,-53.46,66.81,4.94
Karachi,40,PK,1570654930,78,24.87,67.03,82.4,8.05
Duluth,1,US,1570654930,37,46.77,-92.13,71.6,9.17
Pisco,23,PE,1570654930,30,-13.71,-76.2,71.6,11.41
Kasganj,0,IN,1570654931,67,27.81,78.65,74.91,3.79
Kudahuvadhoo,83,MV,1570654934,72,2.67,72.89,82.6,9.47
Srednekolymsk,4,RU,1570654935,82,67.46,153.71,9.12,5.32
Avarua,100,CK,1570654939,73,-21.21,-159.78,71.6,12.75
Barrow,0,AR,1570654939,50,-38.31,-60.23,59.11,8.13
Xingyi,0,CN,1570654941,96,24.19,102.82,55.33,3.11
Ilulissat,20,GL,1570654942,58,69.22,-51.1,28.4,4.7
Bilma,100,NE,1570654942,30,18.69,12.92,89.19,8.8
Norman Wells,90,CA,1570654943,59,65.28,-126.83,35.6,2.24
Ketchikan,75,US,1570654943,61,55.34,-131.65,48.2,8.05
Kayerkan,0,RU,1570654947,72,69.35,87.76,17.6,8.95
Anqing,65,CN,1570654947,61,30.51,117.04,69.93,1.83
Haflong,100,IN,1570654948,97,25.18,93.03,69.46,2.32
Kralendijk,75,BQ,1570654949,70,12.15,-68.27,86.0,14.99
Gushikawa,20,JP,1570654949,65,26.35,127.87,77.0,17.22
Alyangula,100,AU,1570654950,100,-13.85,136.42,71.6,3.36
Vanavara,65,RU,1570654950,78,60.35,102.28,19.45,5.98
Ruteng,8,ID,1570654951,72,-8.61,120.46,66.13,3.17
Cesvaine,94,LV,1570654951,98,56.97,26.31,41.65,5.98
Gizo,40,IL,1570654952,73,31.8,34.94,77.0,4.7
Cabinda,20,AO,1570654952,83,-5.56,12.19,78.8,3.36
Grindavik,26,IS,1570654953,81,63.84,-22.43,44.6,14.99
Pacific Grove,1,US,1570654954,59,36.62,-121.92,79.0,10.29
Nelson Bay,20,AU,1570654954,93,-32.72,152.14,60.01,6.93
Tuktoyaktuk,90,CA,1570654955,80,69.44,-133.03,35.6,10.29
Mecca,0,SA,1570654955,44,21.43,39.83,87.17,3.96
Crotone,0,IT,1570654956,86,39.09,17.12,69.04,5.08
Axim,0,GH,1570654956,93,4.87,-2.24,74.71,4.76
San Quintin,44,PH,1570654956,85,17.54,120.52,70.5,4.88
Yatsushiro,0,JP,1570654957,77,32.52,130.76,47.5,2.57
Mount Isa,0,AU,1570654957,13,-20.73,139.49,64.4,11.41
Cedar Falls,1,US,1570654958,45,42.53,-92.45,69.8,14.99
Prokopyevsk,84,RU,1570654958,83,53.89,86.74,34.88,5.72
San Jeronimo,17,PE,1570654959,46,-13.65,-73.37,61.74,10.87
Guerrero Negro,0,MX,1570654959,39,27.97,-114.04,78.21,14.94
Maceio,40,BR,1570654960,78,-9.67,-35.74,77.0,11.41
Henties Bay,0,NA,1570654961,87,-22.12,14.28,63.0,5.99
Raglan,90,AU,1570654961,64,-23.72,150.82,69.8,8.05
Anta,20,PE,1570654961,39,-13.47,-72.15,66.2,14.99
Walvis Bay,0,NA,1570654962,77,-22.95,14.51,63.0,8.05
Bay Roberts,0,CA,1570654963,67,47.58,-53.28,52.0,4.35
Khasan,0,RU,1570654963,74,42.43,130.64,45.34,3.1
Abu Samrah,0,SY,1570654963,52,35.3,37.18,66.78,6.32
Champerico,40,MX,1570654964,55,16.38,-93.6,87.8,2.24
Ahtopol,0,BG,1570654964,93,42.1,27.94,57.99,2.24
Agadir,67,MA,1570654965,77,30.42,-9.58,66.2,4.7
Rundu,73,NA,1570654969,34,-17.91,19.77,80.6,8.05
Labuhan,84,ID,1570654970,76,-2.54,115.51,72.37,1.67
Mogadishu,0,SO,1570654970,86,2.04,45.34,80.1,9.44
Oistins,20,BB,1570654971,62,13.07,-59.53,86.0,16.11
Yellowknife,20,CA,1570654971,51,62.45,-114.38,37.0,11.41
Dicabisagan,63,PH,1570654972,88,17.08,122.42,75.63,9.09
Kaka,21,TM,1570654972,42,37.35,59.62,65.05,2.36
Cayenne,0,GF,1570654972,62,4.94,-52.33,86.0,12.75
Belaya Gora,66,RU,1570654973,92,68.54,146.19,9.01,6.16
Masyaf,0,SY,1570654974,88,35.06,36.34,69.8,3.36
Qaanaaq,100,GL,1570654975,83,77.48,-69.36,21.42,12.19
Sitka,0,US,1570654975,39,37.17,-99.65,89.01,15.01
Ostrovnoy,97,RU,1570654975,90,68.05,39.51,31.12,13.22
Santa Rosa,0,AR,1570654976,17,-36.62,-64.29,79.74,9.67
Nanortalik,65,GL,1570654976,79,60.14,-45.24,40.73,9.31
Temir,79,KZ,1570654976,81,49.14,57.13,45.99,12.8
Karauli,27,IN,1570654977,61,26.5,77.03,76.44,3.33
Finnsnes,40,NO,1570654977,77,69.23,17.98,35.6,8.05
Ilhabela,95,BR,1570654978,88,-23.78,-45.36,70.39,16.51
Kushiro,0,JP,1570654979,81,43.11,144.15,45.37,4.93
Saint-Louis,100,SN,1570654979,88,16.03,-16.5,80.6,4.7
Adrar,0,DZ,1570654983,22,27.87,-0.29,80.6,11.41
Bururi,86,BI,1570654983,60,-3.95,29.62,73.42,1.45
Kununurra,68,AU,1570654984,45,-15.77,128.74,68.0,10.01
Thompson,75,CA,1570654984,44,55.74,-97.86,39.2,13.87
Pochutla,75,MX,1570654987,58,15.74,-96.47,87.8,17.22
Ambilobe,100,MG,1570654988,68,-13.19,49.05,76.93,14.41
Auki,96,NG,1570654988,84,12.18,6.51,75.2,6.32
Kharagpur,0,IN,1570654989,94,22.34,87.3,73.72,3.12
Linqiong,100,CN,1570654989,88,30.42,103.46,64.4,2.24
Prince George,1,CA,1570654990,47,53.92,-122.75,39.99,8.05
Taltal,69,CL,1570654990,73,-25.41,-70.49,58.28,4.12
Gerede,0,TR,1570654991,80,40.8,32.2,51.76,3.73
Alihe,0,CN,1570654991,84,50.57,123.73,28.96,4.22
Bathsheba,20,BB,1570654991,62,13.22,-59.52,86.0,16.11
Husavik,100,CA,1570654992,96,50.56,-96.99,39.0,5.01
Mandera,4,ET,1570654993,60,3.94,41.86,83.48,11.51
Aswan,39,EG,1570654993,23,24.09,32.9,93.2,8.05
Sorland,20,NO,1570654993,53,67.67,12.69,32.0,6.93
Murindo,87,CO,1570654994,70,6.98,-76.75,80.15,3.35
Mount Gambier,90,AU,1570654994,100,-37.83,140.78,41.0,2.24
Eureka,1,US,1570654995,41,40.8,-124.16,66.99,13.87
Kisangani,1,CD,1570654995,86,0.52,25.21,72.27,1.53
Wamba,62,CD,1570654996,97,2.14,27.99,67.26,2.34
Graciano Sanchez,5,MX,1570654996,32,23.92,-99.28,93.2,17.22
Basco,1,US,1570654997,40,40.33,-91.2,71.01,4.7
Carnarvon,0,ZA,1570654997,69,-30.97,22.13,45.81,22.33
Lannion,90,FR,1570654997,87,48.73,-3.46,55.99,17.22
Sao Felix do Xingu,42,BR,1570654998,76,-6.64,-51.99,80.2,4.25
Evans,1,US,1570654999,11,40.38,-104.69,82.99,4.7
Saint-Philippe,1,CA,1570654999,51,45.36,-73.48,62.6,8.83
Barranca,100,PE,1570654999,85,-10.75,-77.76,60.17,6.97
Mgachi,5,RU,1570655000,95,51.05,142.27,37.45,6.72
Sola,50,TZ,1570655000,59,-3.17,33.8,73.49,9.09
Berlevag,40,NO,1570655000,80,70.86,29.09,39.2,10.29
Aden,100,YE,1570655001,70,12.79,45.03,82.49,11.65
Udachnyy,90,RU,1570655001,79,66.42,112.4,19.4,8.95
Basoko,0,CD,1570655001,87,1.23,23.61,71.42,2.37
Vvedenskoye,75,RU,1570655002,93,55.29,38.01,43.0,11.18
Dudestii Vechi,94,RO,1570655003,66,46.05,20.48,60.01,5.82
Fortuna,1,US,1570655003,41,40.6,-124.16,66.99,13.87
Lompoc,40,US,1570655004,72,34.64,-120.46,73.0,17.22
Sarangani,100,PH,1570655008,73,5.4,125.46,82.98,13.06
Gurlan,91,UZ,1570655008,51,41.84,60.39,60.8,4.7
Troitskoye,80,RU,1570655009,70,52.98,84.68,40.64,4.84
Honiara,20,SB,1570655009,83,-9.43,159.96,77.0,3.36
Sal Rei,12,CV,1570655010,83,16.18,-22.92,79.81,11.7
Batemans Bay,0,AU,1570655011,90,-35.71,150.18,51.01,4.0
Panzhihua,0,CN,1570655011,89,26.59,101.72,56.7,1.68
Potters Bar,100,GB,1570655011,87,51.7,-0.2,52.0,10.29
Longyearbyen,75,NO,1570655012,92,78.22,15.63,32.0,11.41
Victoria,75,BN,1570655012,88,5.28,115.24,77.0,1.12
Igarka,0,RU,1570655012,65,67.47,86.57,25.14,9.13
Acajutla,40,SV,1570655013,55,13.59,-89.83,87.8,6.93
Torbay,11,CA,1570655013,76,47.66,-52.73,52.0,6.87
San Cristobal,39,HN,1570655014,59,14.68,-86.92,82.51,7.49
Ravar,0,IR,1570655014,19,31.27,56.81,64.29,4.72
Coquimbo,75,CL,1570655014,82,-29.95,-71.34,57.2,13.87
Gotsu,0,JP,1570655015,61,35.01,132.22,65.48,3.45
Elk Point,75,CA,1570655015,50,53.9,-110.9,33.8,6.93
Phan Thiet,80,VN,1570655016,88,10.93,108.1,71.13,2.78
Redmond,40,US,1570655016,40,47.67,-122.12,52.0,6.93
Shangrao,0,CN,1570655016,90,28.45,117.97,65.88,3.7
Nipawin,40,CA,1570655017,47,53.36,-104.02,35.6,12.75
Benatky nad Jizerou,20,CZ,1570655017,87,50.29,14.82,53.01,18.34
Bonthe,100,SL,1570655018,89,7.53,-12.5,77.34,5.08
Constitucion,40,MX,1570655018,22,23.99,-104.67,81.0,8.05
Trincomalee,72,LK,1570655018,95,8.58,81.23,74.53,1.07
Vitre,53,FR,1570655019,87,48.12,-1.21,55.99,9.17
Chicama,75,PE,1570655020,77,-7.84,-79.15,64.4,9.17
Komsomolskiy,100,RU,1570655020,91,67.55,63.78,33.71,8.09
Dunedin,93,NZ,1570655021,95,-45.87,170.5,48.99,4.0
Gat,20,SN,1570655021,88,14.69,-16.54,80.6,4.7
Portland,75,US,1570654562,54,43.66,-70.25,57.99,6.93
Monterey,1,US,1570655022,59,36.6,-121.89,79.0,10.29
Tonk,0,IN,1570655022,52,26.16,75.79,76.55,5.67
Karasjok,75,NO,1570655023,93,69.47,25.52,39.2,13.87
Airai,100,TL,1570655023,20,-8.93,125.41,66.88,5.77
Fairbanks,90,US,1570655024,86,64.84,-147.72,39.2,3.36
Souillac,33,FR,1570655024,82,45.6,-0.6,60.01,6.93
Sovetskaya,7,RU,1570655025,10,44.78,41.17,41.0,4.0
Khromtau,95,KZ,1570655025,84,50.26,58.44,47.37,7.84
Bijar,0,IR,1570655025,70,35.87,47.6,47.46,0.77
Praia da Vitoria,75,PT,1570655026,72,38.73,-27.07,66.2,8.24
Jamame,0,SO,1570655026,87,0.07,42.75,79.61,14.11
Saldanha,0,PT,1570655026,47,41.42,-6.55,58.95,2.03
Lokosovo,100,RU,1570655027,87,61.13,74.84,47.14,12.31
Quatre Cocos,75,MU,1570655027,73,-20.21,57.76,73.4,19.46
Jalu,76,LY,1570655027,22,29.03,21.55,83.86,11.29
Rawson,100,AR,1570655029,53,-43.3,-65.11,55.78,2.18
Kollam,75,IN,1570655029,94,8.88,76.6,78.8,8.05
Zhongshu,0,CN,1570655029,96,24.52,103.77,55.63,3.32
Churapcha,97,RU,1570655030,94,62.0,132.43,28.56,5.6
Omboue,100,GA,1570655030,94,-1.57,9.26,74.68,2.53
Killybegs,63,IE,1570655031,89,54.63,-8.45,48.0,5.01
Divnomorskoye,8,RU,1570655031,54,44.5,38.13,55.31,4.63
Khandyga,88,RU,1570655031,92,62.65,135.58,25.54,3.57
Tete,1,MZ,1570655035,29,-16.16,33.59,89.6,5.82
Dryden,90,CA,1570655035,55,49.79,-92.84,64.4,5.82
Tilichiki,100,RU,1570655036,65,60.47,166.1,22.55,9.02
Jinchang,32,CN,1570655036,46,38.52,102.19,45.81,6.16
Tongliao,70,CN,1570655036,60,43.61,122.27,53.29,12.18
Cockburn Town,0,TC,1570655037,78,21.46,-71.14,82.74,14.67
Karratha,36,AU,1570655037,66,-20.74,116.85,79.23,2.46
Den Helder,90,NL,1570655037,76,52.96,4.76,54.0,8.05
Huarmey,8,PE,1570655038,55,-10.07,-78.15,69.84,7.69
Jiaohe,0,CN,1570655038,77,43.72,127.34,43.97,5.91
Ise,20,JP,1570655039,67,34.5,136.72,62.6,13.87
Bonavista,0,CA,1570655039,74,48.65,-53.11,48.99,1.01
Coffs Harbour,1,AU,1570655039,62,-30.3,153.13,59.0,10.29
Puertollano,0,ES,1570655040,46,38.69,-4.11,73.0,3.36
Bosaso,0,SO,1570655040,81,11.28,49.18,82.6,15.3
Tolbazy,90,RU,1570655040,93,54.01,55.89,41.0,8.95
College,90,US,1570655041,86,64.86,-147.8,39.2,3.36
Saysain,20,PH,1570655041,83,14.56,120.39,79.0,3.36
Margate,75,AU,1570655042,81,-43.03,147.26,48.2,5.82
San Vicente,40,EC,1570655042,74,-0.59,-80.41,78.8,11.41
Cherskiy,0,RU,1570655042,87,68.75,161.3,11.71,9.22
Cap Malheureux,75,MU,1570655043,73,-19.98,57.61,73.4,19.46
Bambous Virieux,75,MU,1570655043,73,-20.34,57.76,73.4,19.46
Canazas,100,PA,1570655043,90,8.38,-82.3,68.0,6.32
Mpika,85,ZM,1570655044,46,-11.84,31.4,72.99,8.84
Klaksvik,100,FO,1570655044,93,62.23,-6.59,48.2,24.16
Yerbogachen,91,RU,1570655045,96,61.28,108.01,15.3,5.24
Olive Branch,75,US,1570655045,47,34.96,-89.83,82.4,3.36
Pangnirtung,75,CA,1570655045,86,66.15,-65.72,35.6,3.36
Port-Cartier,20,CA,1570655046,57,50.03,-66.88,50.0,10.29
Poroszlo,32,HU,1570655046,55,47.65,20.67,62.6,13.87
Mezhdurechensk,84,RU,1570655047,94,53.69,88.07,36.41,2.17
Constantine,1,DZ,1570655047,76,36.36,6.61,57.2,2.24
Ploemeur,75,FR,1570655047,87,47.73,-3.43,60.01,18.34
Sioux Lookout,75,CA,1570655048,55,50.1,-91.92,66.2,11.41
Yulara,0,AU,1570655048,22,-25.24,130.99,57.2,6.93
Burley,1,US,1570655049,41,42.54,-113.79,44.6,24.16
Matara,92,BI,1570655049,70,-3.48,29.48,62.26,4.14
Amapa,40,HN,1570655050,59,15.09,-87.97,93.2,11.41
Verkhnyaya Inta,100,RU,1570655050,97,65.99,60.32,34.63,5.78
Ancud,90,CL,1570655050,87,-41.87,-73.83,53.6,12.75
Leander,75,US,1570655051,43,30.56,-97.84,93.99,10.29
Pecos,1,US,1570655052,23,31.42,-103.49,93.99,19.46
Xuddur,90,SO,1570655052,84,4.12,43.89,74.07,14.34
Cabo San Lucas,5,MX,1570655053,49,22.89,-109.91,95.0,11.41
Marawi,67,PH,1570655053,88,8.0,124.29,75.0,5.01
Makakilo City,90,US,1570655053,69,21.35,-158.09,86.0,11.41
Alice Springs,0,AU,1570655054,34,-23.7,133.88,48.2,4.7
Calama,0,CL,1570655054,4,-22.46,-68.93,79.0,26.4
Ugoofaaru,100,MV,1570655055,76,5.67,73.0,82.67,12.06
Castres,90,FR,1570655055,87,43.6,2.24,62.01,8.05
Haimen,0,CN,1570655056,75,31.87,121.18,68.0,6.0
Naze,75,NG,1570655056,100,5.43,7.07,75.2,3.51
Harper,1,US,1570655056,40,30.3,-99.24,90.0,19.46
Kirakira,65,SB,1570655057,76,-10.46,161.92,79.48,2.78
Sivaki,33,RU,1570655057,79,52.63,126.75,26.06,11.2
Bandarbeyla,0,SO,1570655058,90,9.49,50.81,79.05,8.44
Ambon,75,FR,1570655058,82,47.55,-2.56,60.01,18.34
Zapadnaya Dvina,100,RU,1570655059,97,56.26,32.09,40.55,4.02
Winnemucca,1,US,1570655059,19,40.97,-117.74,48.2,13.87
Tautira,75,PF,1570655059,58,-17.73,-149.15,84.2,9.17
Bethel,90,US,1570655060,93,60.79,-161.76,42.8,9.17
Tual,100,ID,1570655060,87,-5.67,132.75,77.7,7.48
Marsh Harbour,1,BS,1570655060,76,26.54,-77.06,82.44,9.55
Bafq,0,IR,1570655061,23,31.6,55.4,62.22,0.61
Pangody,100,RU,1570655061,83,65.85,74.49,37.49,19.25
Ouro Preto do Oeste,96,BR,1570655062,48,-10.75,-62.22,90.84,4.21
Sibu,75,MY,1570655063,94,2.29,111.83,75.2,2.06
Jumla,8,NP,1570655063,90,29.28,82.18,39.97,3.15
Ewa Beach,20,US,1570655064,62,21.32,-158.01,86.0,10.29
Waipawa,100,NZ,1570655064,83,-39.94,176.59,57.99,2.78
Sulya,100,IN,1570655064,96,12.56,75.39,70.9,3.3
Butte,90,US,1570655064,73,46.01,-112.54,24.01,10.29
Evanston,75,US,1570655065,43,42.04,-87.69,73.99,13.87
Tonantins,100,BR,1570655065,91,-2.86,-67.77,80.82,1.4
Nancha,0,CN,1570655065,91,47.14,129.26,43.75,3.8
Jalalabad,1,AF,1570655066,53,34.43,70.46,71.6,1.35
Rio Gallegos,75,AR,1570655066,28,-51.62,-69.22,55.4,27.51
Talnakh,0,RU,1570655066,72,69.49,88.39,17.6,8.95
Lakselv,75,NO,1570655067,93,70.05,24.96,41.0,13.87
Isangel,20,VU,1570655067,88,-19.55,169.27,69.8,8.25
Ode,40,NG,1570655068,94,8.45,4.32,75.2,6.93
Ilo,40,PE,1570655068,77,-17.65,-71.34,64.4,9.17
Samana,75,EC,1570655068,58,0.12,-76.97,86.0,3.36
Nishihara,40,JP,1570655069,72,35.74,139.53,64.0,13.87
Beloha,97,MG,1570655069,45,-25.17,45.06,78.87,2.54
Jiwani,0,PK,1570655070,77,25.05,61.74,82.94,12.37
Damghan,51,IR,1570655070,72,36.17,54.34,57.67,4.86
Coihaique,40,CL,1570655070,62,-45.58,-72.07,55.4,8.05
Te Anau,100,NZ,1570655071,96,-45.41,167.72,45.5,7.05
